Order_ID,Order_Date,Ship_Date,Sales_Channel,Warehouse_Code,Region,State,City,Customer_Name,Customer_Segment,Product_Category,Product_Name,Unit_Price,Unit_Cost,Quantity,Total_Revenue,Total_Cost,Profit,Discount_Percent,Sales_Rep
SO-12519,2023-08-21,2023-08-24,Online,WARE-PJW3508,West,Washington,Spokane,Apex Summit Corp,Enterprise,Clothing,Board Shorts,54.99,21.0,8,439.92,168.0,271.92,0,Robert Adams
SO-12520,2024-02-12,2024-02-19,Wholesale,WARE-NBV1002,Southwest,Alaska,Sitka,Advanced Summit Solutions,Corporate,Office Supplies,Letter Opener,14.99,5.0,12,158.28,60.0,98.28,12,David Park
SO-12521,2024-01-23,2024-01-28,Distributor,WARE-UHY1004,Northeast,Rhode Island,East Providence,Swift Advanced Solutions,Retail,Furniture,Ergonomic Chair Pro,449.99,218.0,5,2249.95,1090.0,1159.95,0,Lisa Chen
SO-12522,2023-10-19,2023-10-22,Distributor,WARE-NBV1002,Southeast,Virginia,Richmond,Advanced Core Distributors,Small Business,Office Supplies,Letter Opener,14.99,5.0,12,179.88,60.0,119.88,0,Emily Johnson
SO-12523,2022-08-24,2022-08-29,Online,WARE-PJW3508,South,Tennessee,Knoxville,Pioneer Premier Commerce,Corporate,Furniture,TV Stand,249.99,118.0,13,3152.37,1534.0,1618.37,3,Amanda Torres
SO-12524,2023-12-04,2023-12-11,Distributor,WARE-UHY1004,Midwest,Illinois,Joliet,Advanced Sterling Corp,Enterprise,Electronics,External SSD,129.99,55.0,31,3828.19,1705.0,2123.19,5,Amanda Torres
SO-12525,2024-03-08,2024-03-13,Distributor,WARE-MCD2201,West,New Mexico,Santa Fe,Bright National Inc,Enterprise,Furniture,Mesh Chair,319.99,155.0,9,2735.91,1395.0,1340.91,5,James Carter
SO-12526,2023-06-29,2023-07-09,In-Store,WARE-MCD2201,Northeast,Vermont,Burlington,Sterling Swift Trading,Enterprise,Clothing,Running Shoes,89.99,38.0,18,1490.22,684.0,806.22,8,Lisa Chen
SO-12527,2022-12-27,2023-01-02,In-Store,WARE-NBV1002,South,Arkansas,Springdale,Global Bright LLC,Corporate,Office Supplies,Calligraphy Set,39.99,15.0,21,772.59,315.0,457.59,8,Michael Brown
SO-12528,2022-12-29,2023-01-04,In-Store,WARE-UHY1004,Northeast,Maine,Lewiston,Pacific Central Inc,Enterprise,Furniture,Ergonomic Chair Pro,449.99,218.0,15,6749.85,3270.0,3479.85,0,Amanda Torres
SO-12529,2022-05-20,2022-05-26,Online,WARE-MCD2201,Northeast,Maine,Auburn,Horizon Sterling Group,Corporate,Office Supplies,Electric Stapler,49.99,19.0,12,599.88,228.0,371.88,0,Emily Johnson
SO-12530,2023-11-28,2023-12-02,Distributor,WARE-UHY1004,South,Alabama,Birmingham,Unity Unity Co,Retail,Office Supplies,Letter Opener,14.99,5.0,22,280.28,110.0,170.28,15,Kevin Williams
SO-12531,2022-04-03,2022-04-08,Distributor,WARE-PJW3508,Southeast,Maryland,Frederick,Bright Central Supply,Enterprise,Office Supplies,Stapler Heavy Duty,29.99,11.0,16,455.84,176.0,279.84,5,Rachel Scott
SO-12532,2024-01-21,2024-01-28,Online,WARE-MCD2201,Southwest,Wyoming,Rock Springs,Digital Elite Supply,Enterprise,Furniture,Lateral File Cabinet,399.99,192.0,17,6799.83,3264.0,3535.83,0,Robert Adams
SO-12533,2022-05-29,2022-06-08,Wholesale,WARE-UHY1004,West,Washington,Everett,Elite Core Group,Retail,Office Supplies,Document Scanner,299.99,145.0,9,2699.91,1305.0,1394.91,0,David Park
SO-12534,2022-02-01,2022-02-15,Distributor,WARE-NBV1002,Northeast,Maine,South Portland,Coastal Pioneer Retail,Corporate,Furniture,Floor Lamp,159.99,72.0,9,1367.91,648.0,719.91,5,Robert Adams
SO-12535,2022-01-17,2022-01-19,In-Store,WARE-NBV1002,Southeast,West Virginia,Huntington,Summit Swift Supply,Retail,Electronics,iPhone 15,999.99,620.0,12,11999.88,7440.0,4559.88,0,Michael Brown
SO-12536,2024-03-23,2024-04-06,Wholesale,WARE-PJW3508,Southwest,Wyoming,Rock Springs,Digital Central Enterprises,Small Business,Furniture,Work Bench,549.99,270.0,17,9349.83,4590.0,4759.83,0,Emily Johnson
SO-12537,2024-02-10,2024-02-17,Wholesale,WARE-ATL5509,Southeast,Virginia,Chesapeake,Elite Summit Supply,Small Business,Furniture,Modular Sofa,1499.99,750.0,8,10799.92,6000.0,4799.92,10,Rachel Scott
SO-12538,2022-05-03,2022-05-05,In-Store,WARE-NBV1002,West,Montana,Missoula,Global Horizon Enterprises,Enterprise,Electronics,Drone Camera,799.99,400.0,2,1471.98,800.0,671.98,8,Emily Johnson
SO-12539,2023-11-14,2023-11-28,Distributor,WARE-PJW3508,Southwest,Colorado,Lakewood,Elite Horizon LLC,Retail,Clothing,Running Shoes,89.99,38.0,27,2308.23,1026.0,1282.23,5,Emily Johnson
SO-12540,2023-07-28,2023-08-02,Online,WARE-ATL5509,Northeast,New York,Albany,Swift Digital Group,Enterprise,Office Supplies,Ergonomic Chair,349.99,175.0,20,6999.8,3500.0,3499.8,0,James Carter
SO-12541,2023-04-06,2023-04-09,Distributor,WARE-NBV1002,West,Montana,Missoula,Core Horizon Group,Enterprise,Office Supplies,Tape Dispenser,24.99,9.0,8,199.92,72.0,127.92,0,Kevin Williams
SO-12542,2023-01-18,2023-01-23,Online,WARE-MCD2201,Midwest,Illinois,Springfield,Swift Global Inc,Small Business,Clothing,Swimwear,49.99,19.0,1,45.99,19.0,26.99,8,Robert Adams
SO-12543,2024-02-11,2024-02-16,Distributor,WARE-ATL5509,Northeast,New Hampshire,Derry,Apex Premier Group,Retail,Electronics,AirPods Pro,249.99,135.0,4,949.96,540.0,409.96,5,James Carter
SO-12544,2023-09-28,2023-10-04,Wholesale,WARE-ATL5509,South,Tennessee,Memphis,Atlantic Digital Solutions,Corporate,Electronics,Home Theater System,1499.99,820.0,17,24224.83,13940.0,10284.83,5,Emily Johnson
SO-12545,2022-01-04,2022-01-14,Distributor,WARE-NBV1002,South,Tennessee,Nashville,Pioneer Global Corp,Small Business,Electronics,Smart Home Hub,299.99,140.0,10,2699.9,1400.0,1299.9,10,James Carter
SO-12546,2023-10-28,2023-11-02,Distributor,WARE-NBV1002,Northeast,Maine,Auburn,Pioneer Pioneer Retail,Government,Clothing,Athleisure Set,119.99,50.0,12,1295.88,600.0,695.88,10,Lisa Chen
SO-12547,2022-02-14,2022-02-20,Wholesale,WARE-ATL5509,Southeast,Kentucky,Louisville,Premier National Trading,Enterprise,Furniture,Office Chair,299.99,145.0,10,2699.9,1450.0,1249.9,10,David Park
SO-12548,2022-04-17,2022-04-27,In-Store,WARE-ATL5509,South,Arkansas,Fort Smith,Summit Metro Co,Enterprise,Clothing,Fleece Hoodie,74.99,30.0,18,1282.32,540.0,742.32,5,Lisa Chen
SO-12549,2023-05-14,2023-05-18,Distributor,WARE-NBV1002,Northeast,New Jersey,Elizabeth,Sterling Core Group,Retail,Office Supplies,Label Printer,179.99,82.0,13,2269.67,1066.0,1203.67,3,David Park
SO-12550,2023-11-27,2023-12-02,Distributor,WARE-ATL5509,West,Arizona,Phoenix,Swift Pioneer Enterprises,Corporate,Clothing,Linen Pants,64.99,26.0,29,1790.46,754.0,1036.46,5,Sarah Mitchell
SO-12551,2022-06-04,2022-06-08,In-Store,WARE-ATL5509,Northeast,Vermont,Barre,Unity Digital Distributors,Retail,Clothing,Board Shorts,54.99,21.0,15,824.85,315.0,509.85,0,Kevin Williams
SO-12552,2022-02-23,2022-03-05,Wholesale,WARE-PJW3508,Southeast,Maryland,Frederick,Bright Elite LLC,Enterprise,Clothing,Athleisure Set,119.99,50.0,3,341.97,150.0,191.97,5,Rachel Scott
SO-12553,2023-07-14,2023-07-18,In-Store,WARE-MCD2201,Southeast,Virginia,Chesapeake,Sterling Metro Enterprises,Enterprise,Office Supplies,Tape Dispenser,24.99,9.0,2,49.98,18.0,31.98,0,Sarah Mitchell
SO-12554,2024-03-16,2024-03-30,In-Store,WARE-MCD2201,Southeast,Kentucky,Owensboro,Summit Metro Group,Small Business,Furniture,Bookshelf,249.99,110.0,6,1274.94,660.0,614.94,15,Lisa Chen
SO-12555,2023-05-11,2023-05-25,Distributor,WARE-MCD2201,West,Washington,Spokane,National Global Inc,Government,Furniture,Bookshelf,249.99,110.0,6,1499.94,660.0,839.94,0,Rachel Scott
SO-12556,2022-05-26,2022-05-30,Online,WARE-PJW3508,Midwest,Nebraska,Omaha,Coastal Global Inc,Retail,Furniture,Lounge Chair,399.99,195.0,10,3679.9,1950.0,1729.9,8,Kevin Williams
SO-12557,2022-07-30,2022-08-03,Wholesale,WARE-PJW3508,South,Mississippi,Meridian,Pacific National Retail,Small Business,Electronics,Portable Projector,499.99,245.0,2,949.98,490.0,459.98,5,Robert Adams
SO-12558,2023-07-03,2023-07-09,Wholesale,WARE-NBV1002,Southeast,Delaware,Newark,Digital Digital Inc,Retail,Clothing,Suit Set,299.99,135.0,10,2549.9,1350.0,1199.9,15,James Carter
SO-12559,2022-10-12,2022-10-16,Online,WARE-MCD2201,Northeast,Maine,Bangor,Metro Metro Co,Enterprise,Clothing,Summer Dress,79.99,30.0,8,575.92,240.0,335.92,10,Michael Brown
SO-12560,2023-11-08,2023-11-12,Distributor,WARE-MCD2201,South,Mississippi,Meridian,Central Premier LLC,Retail,Clothing,Polo Shirt,44.99,18.0,27,1093.23,486.0,607.23,10,Michael Brown
SO-12561,2023-03-24,2023-03-27,Wholesale,WARE-PJW3508,Northeast,Rhode Island,Warwick,Sterling Swift Supply,Corporate,Furniture,Partition Wall,349.99,168.0,14,4899.86,2352.0,2547.86,0,Michael Brown
SO-12562,2023-10-05,2023-10-09,In-Store,WARE-MCD2201,South,Arkansas,Jonesboro,Unity Unity Enterprises,Small Business,Furniture,Lounge Chair,399.99,195.0,3,1019.97,585.0,434.97,15,Michael Brown
SO-12563,2022-07-29,2022-08-03,Distributor,WARE-ATL5509,Southwest,Nevada,Las Vegas,Unity Premier LLC,Corporate,Office Supplies,Document Scanner,299.99,145.0,9,2294.91,1305.0,989.91,15,James Carter
SO-12564,2023-12-14,2023-12-18,Wholesale,WARE-MCD2201,West,Washington,Spokane,Unity Advanced Solutions,Retail,Office Supplies,Ergonomic Mouse,59.99,24.0,3,170.97,72.0,98.97,5,Sarah Mitchell
SO-12565,2023-12-14,2023-12-19,In-Store,WARE-ATL5509,Midwest,Wisconsin,Milwaukee,Pioneer Central Commerce,Corporate,Clothing,Board Shorts,54.99,21.0,27,1410.48,567.0,843.48,5,Sarah Mitchell
SO-12566,2023-02-15,2023-02-25,Wholesale,WARE-MCD2201,West,Arizona,Mesa,Coastal Apex Enterprises,Retail,Clothing,Board Shorts,54.99,21.0,16,791.84,336.0,455.84,10,Michael Brown
SO-12567,2022-01-09,2022-01-15,Distributor,WARE-PJW3508,West,Utah,Salt Lake City,Summit Bright Trading,Enterprise,Furniture,Glass Desk,799.99,400.0,17,12919.83,6800.0,6119.83,5,Robert Adams
SO-12568,2023-08-10,2023-08-15,Wholesale,WARE-UHY1004,Northeast,Maine,Bangor,Unity Summit Distributors,Retail,Electronics,Server Unit,4999.99,2800.0,21,94499.79,58800.0,35699.79,10,Lisa Chen
SO-12569,2023-03-18,2023-03-24,In-Store,WARE-ATL5509,Midwest,Wisconsin,Madison,Apex Metro Trading,Government,Office Supplies,Ergonomic Chair,349.99,175.0,3,923.97,525.0,398.97,12,Amanda Torres
SO-12570,2022-10-10,2022-10-13,Wholesale,WARE-UHY1004,Southwest,Utah,Orem,Summit Sterling Trading,Government,Clothing,Swimwear,49.99,19.0,2,89.98,38.0,51.98,10,James Carter
SO-12571,2022-02-26,2022-03-01,Online,WARE-NBV1002,South,Georgia,Atlanta,Bright National Group,Corporate,Furniture,Lounge Chair,399.99,195.0,7,2715.93,1365.0,1350.93,3,Sarah Mitchell
SO-12572,2022-09-15,2022-09-20,Distributor,WARE-UHY1004,Southeast,Maryland,Baltimore,Unity Horizon Solutions,Enterprise,Clothing,Turtleneck,59.99,24.0,17,968.83,408.0,560.83,5,Lisa Chen
SO-12573,2022-03-18,2022-03-22,Wholesale,WARE-ATL5509,South,South Carolina,Spartanburg,Digital Advanced Solutions,Small Business,Electronics,VR Headset,599.99,280.0,9,4589.91,2520.0,2069.91,15,Lisa Chen
SO-12574,2023-05-29,2023-06-04,Wholesale,WARE-MCD2201,Northeast,Maine,Auburn,National Pioneer Solutions,Government,Office Supplies,Ink Tank Printer,399.99,195.0,15,5999.85,2925.0,3074.85,0,David Park
SO-12575,2024-02-02,2024-02-07,In-Store,WARE-PJW3508,South,Tennessee,Clarksville,Pacific Digital Retail,Retail,Furniture,Floor Lamp,159.99,72.0,18,2735.82,1296.0,1439.82,5,James Carter
SO-12576,2023-03-19,2023-03-23,Wholesale,WARE-MCD2201,Southwest,Arizona,Scottsdale,Core Sterling Retail,Small Business,Electronics,Webcam HD,99.99,42.0,5,459.95,210.0,249.95,8,Rachel Scott
SO-12577,2023-03-18,2023-03-25,In-Store,WARE-MCD2201,South,Mississippi,Meridian,Horizon Bright Enterprises,Retail,Furniture,Glass Desk,799.99,400.0,17,13599.83,6800.0,6799.83,0,Rachel Scott
SO-12578,2023-11-02,2023-11-09,In-Store,WARE-NBV1002,Southwest,New Mexico,Albuquerque,Metro Core Solutions,Small Business,Electronics,Smart Monitor 27,599.99,290.0,34,17339.66,9860.0,7479.66,15,Kevin Williams
SO-12579,2022-05-08,2022-05-14,Wholesale,WARE-UHY1004,Southwest,Hawaii,Hilo,Metro Advanced Solutions,Enterprise,Electronics,Smart Monitor 27,599.99,290.0,12,6119.88,3480.0,2639.88,15,Michael Brown
SO-12580,2023-02-05,2023-02-10,Distributor,WARE-NBV1002,West,Oregon,Salem,National Core Group,Government,Electronics,iPhone 15 Pro,1199.99,780.0,11,12803.89,8580.0,4223.89,3,Robert Adams
SO-12581,2022-11-27,2022-12-03,Online,WARE-MCD2201,Midwest,Minnesota,Saint Paul,Advanced Global Group,Enterprise,Clothing,Casual Pants,69.99,28.0,18,1259.82,504.0,755.82,0,Lisa Chen
SO-12582,2023-11-20,2023-11-27,Distributor,WARE-UHY1004,Southeast,Kentucky,Covington,Summit Sterling Commerce,Enterprise,Furniture,Executive Desk,1199.99,620.0,20,23999.8,12400.0,11599.8,0,James Carter
SO-12583,2023-09-07,2023-09-13,Wholesale,WARE-NBV1002,West,Arizona,Mesa,Premier Unity Inc,Small Business,Electronics,Webcam HD,99.99,42.0,7,678.93,294.0,384.93,3,Michael Brown
SO-12584,2022-01-25,2022-01-30,Distributor,WARE-UHY1004,Midwest,Illinois,Rockford,Swift Premier Group,Small Business,Office Supplies,Paper Shredder,129.99,62.0,1,129.99,62.0,67.99,0,Amanda Torres
SO-12585,2022-12-18,2022-12-23,Distributor,WARE-MCD2201,West,Colorado,Fort Collins,Digital Summit Enterprises,Small Business,Clothing,Turtleneck,59.99,24.0,19,1139.81,456.0,683.81,0,Lisa Chen
SO-12586,2023-04-25,2023-04-29,Distributor,WARE-UHY1004,Midwest,Wisconsin,Racine,Central Central LLC,Government,Electronics,Server Unit,4999.99,2800.0,4,18399.96,11200.0,7199.96,8,Emily Johnson
SO-12587,2023-04-19,2023-04-26,Online,WARE-UHY1004,Southeast,District of Columbia,Washington,Apex Metro Retail,Enterprise,Furniture,Work Bench,549.99,270.0,2,1099.98,540.0,559.98,0,Emily Johnson
SO-12588,2022-06-11,2022-06-17,In-Store,WARE-PJW3508,Southwest,Utah,Orem,Core Pioneer Commerce,Retail,Electronics,Smart Home Hub,299.99,140.0,17,4487.83,2380.0,2107.83,12,Amanda Torres
SO-12589,2023-09-10,2023-09-14,Wholesale,WARE-PJW3508,South,Tennessee,Clarksville,Core Atlantic Corp,Government,Electronics,Smart Monitor 27,599.99,290.0,2,1199.98,580.0,619.98,0,Emily Johnson
SO-12590,2023-11-15,2023-11-25,In-Store,WARE-UHY1004,Southeast,District of Columbia,Washington,Pacific Pacific Trading,Corporate,Furniture,Lateral File Cabinet,399.99,192.0,8,3199.92,1536.0,1663.92,0,David Park
SO-12591,2022-01-04,2022-01-11,Wholesale,WARE-PJW3508,Southwest,Wyoming,Rock Springs,Coastal Advanced Group,Enterprise,Electronics,MacBook Air,1499.99,950.0,9,13094.91,8550.0,4544.91,3,Michael Brown
SO-12592,2022-04-06,2022-04-09,In-Store,WARE-UHY1004,South,Georgia,Athens,Metro Digital Retail,Retail,Clothing,Running Shoes,89.99,38.0,9,809.91,342.0,467.91,0,David Park
SO-12593,2023-06-05,2023-06-12,Wholesale,WARE-NBV1002,Southwest,Utah,Provo,Digital Swift Solutions,Corporate,Office Supplies,Tape Dispenser,24.99,9.0,3,65.97,27.0,38.97,12,Rachel Scott
SO-12594,2022-02-10,2022-02-12,In-Store,WARE-PJW3508,South,Tennessee,Clarksville,Metro Central Group,Government,Furniture,Modular Sofa,1499.99,750.0,1,1499.99,750.0,749.99,0,David Park
SO-12595,2023-02-17,2023-02-22,Distributor,WARE-MCD2201,Southwest,Hawaii,Kapolei,Horizon Premier Commerce,Corporate,Furniture,Mesh Chair,319.99,155.0,12,3839.88,1860.0,1979.88,0,Emily Johnson
SO-12596,2022-07-08,2022-07-15,Online,WARE-PJW3508,Midwest,Wisconsin,Kenosha,Central Unity Co,Enterprise,Office Supplies,Whiteboard,159.99,72.0,11,1671.89,792.0,879.89,5,David Park
SO-12597,2022-11-17,2022-11-21,Wholesale,WARE-MCD2201,Southwest,Utah,Provo,Unity Apex LLC,Government,Electronics,Smart Lock,249.99,115.0,34,8499.66,3910.0,4589.66,0,David Park
SO-12598,2024-03-19,2024-03-21,Distributor,WARE-UHY1004,Midwest,Nebraska,Bellevue,National Digital Supply,Small Business,Clothing,Fleece Hoodie,74.99,30.0,14,1018.36,420.0,598.36,3,Rachel Scott
SO-12599,2022-05-24,2022-05-26,Online,WARE-PJW3508,West,Arizona,Scottsdale,Premier Summit Solutions,Enterprise,Furniture,Accent Table,199.99,92.0,3,599.97,276.0,323.97,0,Lisa Chen
SO-12600,2023-10-19,2023-10-23,Online,WARE-PJW3508,West,Montana,Great Falls,Central Metro Co,Small Business,Office Supplies,Tape Dispenser,24.99,9.0,5,114.95,45.0,69.95,8,David Park
SO-12601,2023-04-29,2023-05-04,In-Store,WARE-NBV1002,Midwest,Minnesota,Minneapolis,Horizon Summit Corp,Corporate,Office Supplies,Copier Machine,1299.99,680.0,2,2521.98,1360.0,1161.98,3,Rachel Scott
SO-12602,2022-07-14,2022-07-18,Distributor,WARE-ATL5509,South,Alabama,Huntsville,Apex Metro LLC,Retail,Furniture,Hallway Table,279.99,132.0,21,4997.79,2772.0,2225.79,15,Robert Adams
SO-12603,2023-11-25,2023-11-29,In-Store,WARE-PJW3508,Southeast,Maryland,Baltimore,Swift Digital Commerce,Retail,Clothing,Holiday Sweater,69.99,28.0,24,1679.76,672.0,1007.76,0,David Park
SO-12604,2023-06-02,2023-06-06,Distributor,WARE-ATL5509,West,Montana,Billings,Central Coastal Trading,Small Business,Electronics,Smart Thermostat,249.99,115.0,6,1379.94,690.0,689.94,8,David Park
SO-12605,2023-06-15,2023-06-20,Distributor,WARE-ATL5509,Southwest,New Mexico,Roswell,Global Unity Solutions,Small Business,Furniture,Modular Sofa,1499.99,750.0,15,21374.85,11250.0,10124.85,5,Lisa Chen
SO-12606,2023-01-22,2023-01-27,Wholesale,WARE-UHY1004,Southwest,Alaska,Fairbanks,Elite Summit Solutions,Retail,Clothing,Chinos,74.99,30.0,13,974.87,390.0,584.87,0,Emily Johnson
SO-12607,2022-02-26,2022-03-03,Distributor,WARE-MCD2201,Southwest,Colorado,Fort Collins,National Advanced Retail,Retail,Office Supplies,Desk Organizer,29.99,11.0,9,261.81,99.0,162.81,3,David Park
SO-12608,2023-09-06,2023-09-09,In-Store,WARE-ATL5509,Northeast,New York,Albany,Coastal Unity Trading,Government,Electronics,Smart TV 55,799.99,400.0,13,10399.87,5200.0,5199.87,0,David Park
SO-12609,2022-09-14,2022-09-21,Wholesale,WARE-ATL5509,Southwest,Hawaii,Kaneohe,Core Apex LLC,Enterprise,Office Supplies,Flip Chart,69.99,29.0,9,611.01,261.0,350.01,3,David Park
SO-12610,2023-07-29,2023-08-02,Online,WARE-NBV1002,Northeast,Pennsylvania,Allentown,Atlantic Swift Group,Retail,Furniture,Conference Table,999.99,520.0,19,18429.81,9880.0,8549.81,3,Rachel Scott
SO-12611,2023-08-23,2023-08-30,In-Store,WARE-ATL5509,Southwest,Utah,Provo,Horizon Horizon Distributors,Government,Clothing,Holiday Sweater,69.99,28.0,4,271.56,112.0,159.56,3,James Carter
SO-12612,2023-01-30,2023-02-02,In-Store,WARE-UHY1004,Northeast,Connecticut,New Haven,Premier Global Inc,Government,Electronics,Surface Laptop,1399.99,870.0,7,9309.93,6090.0,3219.93,5,Sarah Mitchell
SO-12613,2022-09-06,2022-09-12,In-Store,WARE-NBV1002,Midwest,Michigan,Grand Rapids,Pacific Sterling Inc,Small Business,Electronics,Smart Watch,399.99,180.0,13,5043.87,2340.0,2703.87,3,Amanda Torres
SO-12614,2023-09-02,2023-09-07,Distributor,WARE-ATL5509,Northeast,Connecticut,New Haven,Atlantic Premier Distributors,Corporate,Electronics,Wi-Fi Mesh System,399.99,190.0,14,5599.86,2660.0,2939.86,0,Emily Johnson
SO-12615,2023-08-13,2023-08-15,Online,WARE-MCD2201,Northeast,Maine,South Portland,Atlantic Bright Retail,Retail,Furniture,Bookshelf,249.99,110.0,2,499.98,220.0,279.98,0,Lisa Chen
SO-12616,2022-09-02,2022-09-16,Online,WARE-PJW3508,South,Georgia,Augusta,Horizon Atlantic Solutions,Enterprise,Furniture,Partition Wall,349.99,168.0,9,2771.91,1512.0,1259.91,12,Amanda Torres
SO-12617,2023-04-22,2023-04-29,Wholesale,WARE-UHY1004,Midwest,Missouri,Independence,Digital Global Corp,Government,Electronics,iPhone 15,999.99,620.0,2,1759.98,1240.0,519.98,12,Robert Adams
SO-12618,2022-09-01,2022-09-03,Online,WARE-UHY1004,Northeast,New Jersey,Newark,Elite Sterling Retail,Small Business,Electronics,Portable Charger,79.99,34.0,17,1196.63,578.0,618.63,12,Robert Adams
SO-12619,2023-09-07,2023-09-11,Distributor,WARE-UHY1004,Northeast,Vermont,Burlington,Swift National Corp,Retail,Electronics,4K Camera,1199.99,600.0,7,8399.93,4200.0,4199.93,0,David Park
SO-12620,2022-04-01,2022-04-04,Distributor,WARE-UHY1004,South,Alabama,Huntsville,Digital Bright Solutions,Government,Electronics,AirPods Pro,249.99,135.0,8,1839.92,1080.0,759.92,8,Emily Johnson
SO-12621,2024-02-07,2024-02-12,Wholesale,WARE-ATL5509,South,Mississippi,Hattiesburg,Atlantic Atlantic Trading,Retail,Electronics,iPhone 15 Pro,1199.99,780.0,3,3167.97,2340.0,827.97,12,Robert Adams
SO-12622,2022-12-08,2022-12-13,In-Store,WARE-NBV1002,Southeast,North Carolina,Raleigh,Premier Central Enterprises,Small Business,Furniture,Corner Desk,699.99,345.0,15,9974.85,5175.0,4799.85,5,Robert Adams
SO-12623,2022-12-13,2022-12-19,In-Store,WARE-NBV1002,Northeast,New Jersey,Newark,Sterling Global Solutions,Government,Clothing,Swimwear,49.99,19.0,16,799.84,304.0,495.84,0,Kevin Williams
SO-12624,2023-04-04,2023-04-10,Distributor,WARE-UHY1004,Midwest,Ohio,Columbus,Unity Advanced Commerce,Government,Furniture,Standing Desk,699.99,350.0,11,7699.89,3850.0,3849.89,0,Michael Brown
SO-12625,2024-03-11,2024-03-16,Online,WARE-NBV1002,West,New Mexico,Santa Fe,Digital Core Enterprises,Government,Electronics,Gaming Console,499.99,250.0,16,7359.84,4000.0,3359.84,8,Emily Johnson
SO-12626,2022-10-29,2022-11-02,Online,WARE-NBV1002,Northeast,Maine,South Portland,National Pioneer Solutions,Retail,Furniture,Hallway Table,279.99,132.0,2,492.78,264.0,228.78,12,Robert Adams
SO-12627,2024-01-13,2024-01-18,In-Store,WARE-UHY1004,West,Oregon,Gresham,Global Atlantic Supply,Corporate,Clothing,Sports Jacket,109.99,46.0,5,467.45,230.0,237.45,15,Lisa Chen
SO-12628,2022-09-19,2022-09-24,Online,WARE-ATL5509,Northeast,Massachusetts,Worcester,Coastal Swift Inc,Government,Electronics,Smart Watch,399.99,180.0,1,387.99,180.0,207.99,3,James Carter
SO-12629,2023-02-15,2023-02-18,Online,WARE-MCD2201,Midwest,Illinois,Springfield,Advanced Horizon LLC,Corporate,Furniture,Conference Table,999.99,520.0,11,9899.89,5720.0,4179.89,10,David Park
SO-12630,2023-03-23,2023-03-28,Online,WARE-MCD2201,Midwest,Kansas,Kansas City,Pacific Premier Co,Government,Clothing,Running Shoes,89.99,38.0,17,1483.93,646.0,837.93,3,James Carter
SO-12631,2023-07-10,2023-07-13,Distributor,WARE-MCD2201,Midwest,Wisconsin,Racine,Atlantic Atlantic Co,Retail,Electronics,Gaming PC,2499.99,1450.0,18,44999.82,26100.0,18899.82,0,David Park
SO-12632,2022-12-13,2022-12-17,Online,WARE-ATL5509,West,New Mexico,Santa Fe,Global Atlantic Enterprises,Small Business,Electronics,External SSD,129.99,55.0,11,1315.49,605.0,710.49,8,Sarah Mitchell
SO-12633,2023-05-10,2023-05-16,In-Store,WARE-ATL5509,West,Utah,Provo,Summit Summit Retail,Corporate,Furniture,Executive Desk,1199.99,620.0,15,17999.85,9300.0,8699.85,0,Michael Brown
SO-12634,2023-06-01,2023-06-06,In-Store,WARE-NBV1002,Southwest,Wyoming,Casper,Pioneer Elite Supply,Government,Furniture,Lateral File Cabinet,399.99,192.0,7,2799.93,1344.0,1455.93,0,Lisa Chen
SO-12635,2023-08-01,2023-08-06,In-Store,WARE-MCD2201,Southwest,Nevada,Sparks,Apex Unity Enterprises,Small Business,Furniture,Partition Wall,349.99,168.0,19,6450.31,3192.0,3258.31,3,Rachel Scott
SO-12636,2023-04-29,2023-05-03,Wholesale,WARE-MCD2201,Southeast,Virginia,Norfolk,Global Core Group,Small Business,Furniture,Floor Lamp,159.99,72.0,1,151.99,72.0,79.99,5,Rachel Scott
SO-12637,2022-10-20,2022-10-23,In-Store,WARE-PJW3508,Southeast,Maryland,Gaithersburg,National Bright Commerce,Retail,Furniture,Laptop Cart,299.99,145.0,9,2429.91,1305.0,1124.91,10,Lisa Chen
SO-12638,2024-01-21,2024-01-26,Wholesale,WARE-UHY1004,South,Tennessee,Clarksville,Coastal Premier Corp,Enterprise,Electronics,Wi-Fi Mesh System,399.99,190.0,18,6479.82,3420.0,3059.82,10,Emily Johnson
SO-12639,2022-06-11,2022-06-18,Distributor,WARE-NBV1002,South,Louisiana,New Orleans,Central Elite Group,Corporate,Clothing,Board Shorts,54.99,21.0,3,151.77,63.0,88.77,8,Michael Brown
SO-12640,2023-12-08,2023-12-12,Wholesale,WARE-UHY1004,Southwest,Nevada,Las Vegas,Premier Central Group,Government,Furniture,Bookshelf,249.99,110.0,15,3562.35,1650.0,1912.35,5,Kevin Williams
SO-12641,2023-04-16,2023-04-20,Online,WARE-PJW3508,West,Oregon,Salem,Apex Apex Supply,Small Business,Office Supplies,Laminator,89.99,40.0,2,170.98,80.0,90.98,5,Michael Brown
SO-12642,2023-04-24,2023-04-28,Distributor,WARE-MCD2201,Midwest,Michigan,Detroit,Advanced Sterling Distributors,Enterprise,Electronics,iPhone 15 Pro,1199.99,780.0,11,11219.89,8580.0,2639.89,15,Robert Adams
SO-12643,2023-10-03,2023-10-08,In-Store,WARE-ATL5509,Northeast,New Hampshire,Dover,Atlantic Apex LLC,Corporate,Furniture,Work Bench,549.99,270.0,10,4839.9,2700.0,2139.9,12,Sarah Mitchell
